id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42358957,Rental unit in Athina · ★4.72 · 1 bedroom · 1 bed · 1 bath,348732534,Elena,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.0195,23.73027,Entire home/apt,32,1,103,9/15/2023,2.57,1,61,24,1071050
42366719,Home in Athina · ★4.92 · 2 bedrooms · 3 beds · 2 baths,331396065,Βασιλειος,,ΑΜΠΕΛΟΚΗΠΟΙ,37.992794,23.756798,Entire home/apt,75,2,134,8/22/2023,3.1,2,345,27,1866830
42760906,Rental unit in Athina · ★4.97 · 1 bedroom · 5 beds · 2 baths,113604662,Nikos,,ΘΗΣΕΙΟ,37.9745,23.71851,Entire home/apt,164,2,31,8/7/2023,1.14,25,356,11,1437969
42379093,Rental unit in Athina · ★4.27 · 1 bedroom · 2 beds · 1 bath,182156346,Maryland,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98493,23.74169,Entire home/apt,31,1,22,9/7/2023,0.58,56,349,5,1526610
42780945,Rental unit in Athina · ★4.83 · 1 bedroom · 2 beds · 1 bath,284419217,George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96559,23.72607,Entire home/apt,117,2,29,3/19/2023,0.74,10,350,2,949681
42788974,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,70742986,΄Μαρία,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98554,23.72022,Entire home/apt,50,3,2,10/4/2021,0.08,2,269,0,973820
42380033,Rental unit in Athina · ★4.95 · 1 bedroom · 2 beds · 1 bath,336832962,Errika,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95948,23.72297,Entire home/apt,63,2,56,9/18/2023,1.29,1,338,53,950835
42792227,Rental unit in Athens · ★4.72 · Studio · 1 bed · 1 bath,101334473,Desy,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97749,23.72422,Entire home/apt,70,2,39,9/2/2023,1.03,1,43,7,975871
42396013,Rental unit in Athina · ★4.68 · 4 bedrooms · 5 beds · 1.5 baths,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96548,23.72591,Entire home/apt,280,1,22,9/17/2022,1.23,59,338,0,706398
42798133,Rental unit in Athina · ★4.75 · 1 bedroom · 1 bed · 1 bath,240481675,Gianttrip,,ΚΟΛΩΝΑΚΙ,37.98015,23.74846,Entire home/apt,95,1,4,6/6/2023,0.17,32,355,2,1468940
42802245,Rental unit in Athina · ★4.48 · 2 bedrooms · 3 beds · 1 bath,13031654,Ira & Oleg,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98604,23.72556,Entire home/apt,43,2,67,8/23/2023,2.52,37,252,26,1844520
42803077,Rental unit in Athina · 1 bedroom · 1 bed · 1.5 baths,39804023,Sissy,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99016,23.73454,Entire home/apt,118,1,0,,,7,82,0,916703
42812602,Serviced apartment in Athina · 1 bedroom · 1 bed · 1 bath,137514514,Fay,,ΖΑΠΠΕΙΟ,37.97269,23.74082,Entire home/apt,155,5,2,9/25/2022,0.12,1,0,1,1210640
42402219,Rental unit in Athina · ★4.99 · 1 bedroom · 1 bed · 1 bath,340908461,Dimitra,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99063,23.75728,Entire home/apt,50,3,83,9/5/2023,1.94,1,171,31,965262
42406921,Home in Athina · ★5.0 · 1 bedroom · 4 beds · 1 bath,59376128,Vaki,,ΑΝΩ ΚΥΨΕΛΗ,38.00298,23.74385,Entire home/apt,29,1,5,6/30/2023,0.11,5,142,4,17776453
42410895,Home in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,59376128,Vaki,,ΑΝΩ ΚΥΨΕΛΗ,38.00306,23.74393,Entire home/apt,29,1,8,9/3/2023,0.64,5,272,7,17776406
42411477,Home in Athens · ★4.93 · 1 bedroom · 1 bed · 1 bath,59376128,Vaki,,ΚΥΨΕΛΗ,38.00190735,23.74327087,Entire home/apt,26,1,29,9/8/2023,0.69,5,259,27,17776225
42814473,Rental unit in Athina · ★4.73 · 1 bedroom · 1 bed · 1 bath,512671449,Berna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96699,23.72772,Entire home/apt,108,2,37,5/31/2023,0.99,5,339,9,1116994
42824979,Rental unit in Athina · 1 bedroom · 1 bed · 1.5 baths,39804023,Sissy,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98821,23.733,Entire home/apt,118,1,1,10/11/2021,0.04,7,82,0,916714
42417328,Rental unit in Athina · ★4.80 · 1 bedroom · 2 beds · 1 bath,80255168,Zoi,,ΙΛΙΣΙΑ,37.97513,23.75023,Entire home/apt,42,1,115,9/3/2023,2.69,1,333,41,1410624
42851132,Rental unit in Athina · ★4.80 · 1 bedroom · 2 beds · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.97999,23.7236,Entire home/apt,66,2,115,9/15/2023,3.19,50,299,40,1822333
42852978,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,3349638,Stefanos,,ΚΟΛΩΝΑΚΙ,37.98035,23.73782,Entire home/apt,24,40,1,7/31/2023,0.57,2,67,1,1653640
42418256,Rental unit in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,182853340,Εφη,,ΠΕΤΡΑΛΩΝΑ,37.96625,23.70493,Entire home/apt,32,1,4,6/14/2020,0.09,1,0,0,
42859919,Rental unit in Athina · ★4.83 · 2 bedrooms · 2 beds · 1 bath,51163812,Akis & Marietta,,ΓΚΥΖΗ,37.99116,23.75103,Entire home/apt,55,3,12,8/28/2023,0.45,3,232,7,1073590
42869133,Rental unit in Athina · ★4.67 · 1 bedroom · 2 beds · 1 bath,182156346,Maryland,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98781,23.73412,Entire home/apt,39,1,39,9/6/2023,1.08,56,343,13,1093289
42437308,Guest suite in Athina · 1 bedroom · 2 beds · 1.5 baths,17647100,Olga,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95993,23.72765,Entire home/apt,33,3,0,,,2,364,0,
42869960,Rental unit in Athina · ★4.57 · 3 bedrooms · 3 beds · 2 baths,159755427,NewDeal,,ΓΚΥΖΗ,37.98863,23.75049,Entire home/apt,46,1,49,9/30/2022,1.35,6,0,2,1005890
42439716,Condo in Athina · 2 bedrooms · 2 beds · 1 bath,63903716,Theo,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98794,23.72635,Entire home/apt,55,3,0,,,38,295,0,1654429
42440149,Condo in Athina · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,63903716,Theo,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98988,23.72619,Private room,28,2,12,9/18/2023,0.45,38,327,8,1654455
42440320,Condo in Athina · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,63903716,Theo,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98977,23.72467,Private room,27,2,5,8/26/2023,0.19,38,291,4,1654460
42870196,Rental unit in Athina · ★4.59 · 1 bedroom · 2 beds · 1 bath,182156346,Maryland,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98772,23.7342,Entire home/apt,45,1,32,9/20/2023,0.89,56,344,16,1093252
42900136,Rental unit in Athina · ★5.0 · 2 bedrooms · 2 beds · 1 bath,53421417,Orestis,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.99111,23.71241,Entire home/apt,42,3,7,7/14/2023,0.18,1,123,1,1772919
42442339,Rental unit in Athina · ★4.79 · 3 bedrooms · 4 beds · 2 baths,113353393,Harry,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96389,23.71999,Entire home/apt,180,1,39,7/30/2023,0.9,58,325,4,1156085
42442989,Rental unit in Athina · 2 bedrooms · 2 beds · 2.5 baths,337873315,Dina,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95629,23.71721,Entire home/apt,84,30,0,,,1,0,0,
42920283,Home in Athina · 3 bedrooms · 3 beds · 2 baths,341769330,Μιλτος,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96828,23.7305,Entire home/apt,343,2,0,,,1,339,0,
42448016,Rental unit in Athina · ★4.84 · 2 bedrooms · 4 beds · 1 bath,248409239,Ιωάννης Άγγελος,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97899,23.72321,Entire home/apt,127,1,104,9/15/2023,2.66,19,279,56,1899288
42448198,Rental unit in Athina · 1 bedroom · 1 bed · 2 shared baths,223226,Athanasia (Soula),,ΓΚΥΖΗ,37.99532,23.74803,Private room,13,20,2,2/26/2020,0.05,3,0,0,
42923423,Condo in Athina · ★4.39 · 1 bedroom · 2 beds · 1 bath,341786257,Ririka,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98121,23.72504,Entire home/apt,70,3,18,9/6/2023,0.48,6,349,10,983180
42450079,Rental unit in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,337943133,Pytheas,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9879,23.74104,Entire home/apt,58,3,55,9/18/2023,1.27,1,360,8,957138
42451850,Rental unit in Athina · ★4.46 · 2 bedrooms · 2 beds · 1 bath,2718115,TopHouzzing Properties,,ΠΑΓΚΡΑΤΙ,37.971,23.74645,Entire home/apt,73,2,13,5/16/2023,0.46,39,125,4,971458
42924208,Condo in Athina · ★3.89 · 1 bedroom · 2 beds · 1 bath,341786257,Ririka,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98121,23.72504,Entire home/apt,70,3,9,9/18/2023,0.34,6,357,4,983204
42925094,Condo in Athina · ★4.45 · 1 bedroom · 2 beds · 1 bath,341786257,Ririka,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98137,23.72504,Entire home/apt,70,3,11,9/16/2023,0.32,6,359,5,983157
42925678,Condo in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,341786257,Ririka,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98121,23.72504,Entire home/apt,70,3,11,9/8/2023,0.42,6,355,7,978781
42452146,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,337956886,Νικολαος,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99559,23.77091,Entire home/apt,55,2,12,6/1/2023,0.28,1,20,1,947662
42925977,Condo in Athina · ★4.17 · 1 bedroom · 1 bed · 1 bath,341786257,Ririka,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98137,23.72504,Entire home/apt,65,3,6,6/25/2023,0.24,6,344,2,978850
42926219,Condo in Athina · ★3.67 · 1 bedroom · 2 beds · 1 bath,341786257,Ririka,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98136,23.72504,Entire home/apt,65,3,3,9/5/2022,0.1,6,360,0,978792
42969610,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,342115009,Despoina,,ΠΑΓΚΡΑΤΙ,37.97111,23.74187,Entire home/apt,1000,2,0,,,1,365,0,
42454164,Home in Athina · ★4.96 · 1 bedroom · 1 bed · 1 bath,101831530,Katerina,,ΡΙΖΟΥΠΟΛΗ,38.02509,23.7433,Entire home/apt,47,2,51,9/20/2023,1.26,1,350,24,1200908
42970648,Rental unit in Athina · ★4.72 · 2 bedrooms · 3 beds · 1 bath,123074489,Homer & Isabella,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96355,23.72847,Entire home/apt,103,2,93,9/3/2023,2.22,56,329,12,1487718
42454637,Condo in Athina · ★4.78 · 1 bedroom · 2 beds · 1 bath,338001410,Andreas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98261,23.73377,Entire home/apt,60,1,207,8/13/2023,4.78,6,59,27,1845846
42986540,Rental unit in Athina · 1 bedroom · 1 bed · 0 baths,180724995,Co And Living,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,37.99971,23.73155,Entire home/apt,115,120,0,,,13,0,0,
43028809,Rental unit in Athens · ★4.80 · 2 bedrooms · 2 beds · 2 baths,102058674,Nide Real Estate,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99476,23.76693,Entire home/apt,120,1,5,7/31/2023,0.12,2,0,4,984252
42455228,Rental unit in Athens · ★4.54 · 1 bedroom · 1 bed · 1 bath,262159144,Heartlock,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98450089,23.73740005,Entire home/apt,76,2,37,9/6/2023,1.3,9,358,17,1233229
43029002,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,180724995,Co And Living,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98877,23.73492,Entire home/apt,115,120,0,,,13,0,0,
43030888,Rental unit in Athina · ★4.75 · 1 bedroom · 2 beds · 1 bath,8793456,Nik,,ΝΕΑ ΚΥΨΕΛΗ,38.00236,23.74676,Entire home/apt,42,2,4,4/12/2021,0.12,11,238,0,1107249
42462636,Condo in Athina · ★4.58 · 1 bedroom · 2 beds · 1 bath,63903716,Theo,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98806,23.728024,Entire home/apt,45,2,12,9/15/2023,0.28,38,327,5,1654396
43041002,Rental unit in Athina · ★4.69 · 3 bedrooms · 3 beds · 2 baths,123074489,Homer & Isabella,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96224,23.72415,Entire home/apt,228,2,120,9/15/2023,3.19,56,318,51,1487786
42481747,Rental unit in Athina · ★4.97 · 2 bedrooms · 2 beds · 1 bath,72877670,Vasiliki,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96808,23.72541,Entire home/apt,118,1,153,9/14/2023,4.27,7,298,66,1890887
43048076,Rental unit in Athina · ★4.86 · 2 bedrooms · 4 beds · 1 bath,194627760,Bill And Helena,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97917,23.72835,Entire home/apt,90,2,28,9/6/2023,1.03,20,0,11,2018220
42484819,Rental unit in Athina · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,210948266,Anna,,ΑΝΩ ΚΥΨΕΛΗ,38.00454,23.7446,Private room,26,1,18,9/20/2023,0.65,3,255,15,250629
43057115,Rental unit in Athina · ★4.86 · 1 bedroom · 2 beds · 1 bath,227349875,Eirini,,ΛΥΚΑΒΗΤΤΟΣ,37.98585,23.74529,Entire home/apt,75,2,42,2/13/2023,1.07,2,324,3,1013641
43063427,Condo in Athina · 1 bedroom · 1 bed · 1 bath,43685473,Maria,,ΣΤΑΔΙΟ,37.96569,23.73634,Entire home/apt,45,2,2,3/26/2021,0.06,3,0,0,1215660
42485393,Rental unit in Athina · ★4.60 · 1 bedroom · 2 beds · 1.5 baths,165790051,Mema,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98571,23.72356,Entire home/apt,60,2,108,9/4/2023,2.51,1,245,27,1936023
43073627,Condo in Athina · ★4.85 · Studio · 1 bed · 1 bath,10635545,Xaver,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00121,23.7311,Entire home/apt,40,2,27,9/13/2023,0.66,1,121,25,986205
42492941,Condo in Athens · 1 bedroom · 3 beds · 1 bath,110986294,Almi,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9787305,23.72957067,Entire home/apt,79,2,2,9/17/2022,0.09,3,284,0,1458973
42512472,Rental unit in Athina · ★4.58 · 1 bedroom · 1 bed · 1.5 baths,251790045,Nadja,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99801693,23.73164155,Entire home/apt,40,2,78,8/29/2023,1.8,8,344,11,1353547
43076012,Rental unit in Athina · ★4.85 · 1 bedroom · 2 beds · 1 bath,119651226,Theofilos,,ΖΑΠΠΕΙΟ,37.96739,23.73594,Entire home/apt,28,4,41,9/16/2023,1.01,2,302,12,843970
43084263,Rental unit in Athina · 1 bedroom · 2 beds · 1.5 baths,5222732,Orchidea Monika,,ΚΥΨΕΛΗ,38.00065,23.73952,Entire home/apt,40,3,1,5/31/2023,0.26,5,337,1,189403
42513864,Rental unit in Athina · ★4.86 · 1 bedroom · 2 beds · 1 bath,147221977,Georgia,,ΠΕΤΡΑΛΩΝΑ,37.96929,23.70753,Entire home/apt,61,2,35,7/31/2023,0.86,1,336,9,965637
43084765,Rental unit in Athina · ★5.0 · 3 bedrooms · 4 beds · 2 baths,5044938,Nicoletta Christina Alexandra,,ΚΟΛΩΝΑΚΙ,37.97744,23.74487,Entire home/apt,244,3,55,9/18/2023,1.44,3,170,23,2284796
42524778,Rental unit in Athina · 1 bedroom · 1 bed · 1.5 baths,196589309,Καλομοίρα,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99304,23.7466,Entire home/apt,60,15,0,,,1,0,0,
43130968,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,95364854,Ioannis,,ΝΙΡΒΑΝΑ,38.01651,23.72384,Entire home/apt,29,2,2,4/22/2020,0.05,1,107,0,985664
42526093,Condo in Athina · ★4.85 · 2 bedrooms · 3 beds · 2 baths,316781611,Konstantinos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96224,23.72415,Entire home/apt,127,2,154,9/2/2023,3.58,13,351,67,1943707
42528622,Condo in Athina · ★4.68 · 2 bedrooms · 3 beds · 1 bath,316781611,Konstantinos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95751,23.72374,Entire home/apt,64,2,84,9/5/2023,4.83,13,354,40,2227683
42528808,Condo in Athina · ★4.85 · 2 bedrooms · 3 beds · 1 bath,316781611,Konstantinos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98198,23.72192,Entire home/apt,86,2,210,9/14/2023,7.77,13,349,74,1831462
42533276,Condo in Athina · ★4.79 · 2 bedrooms · 3 beds · 1 bath,316781611,Konstantinos,,ΑΚΡΟΠΟΛΗ,37.96294,23.71727,Entire home/apt,66,2,14,9/1/2023,0.33,13,351,13,2256698
42533282,Condo in Athina · ★4.85 · 2 bedrooms · 3 beds · 1 bath,316781611,Konstantinos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96374,23.72742,Entire home/apt,102,2,164,9/4/2023,6.46,13,352,53,1454711
42535626,Rental unit in Athina · ★4.25 · 33 bedrooms,180442365,Hospex.,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97872,23.72513,Private room,50,1,12,9/4/2023,0.45,10,168,5,1095235
43146366,Rental unit in Athina · 1 bedroom · 1 bed · 1 shared bath,180724995,Co And Living,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98545,23.74209,Private room,180,120,0,,,13,0,0,974594
43146522,Rental unit in Athina · 1 bedroom · 1 bed · 2 baths,180724995,Co And Living,,ΛΥΚΑΒΗΤΤΟΣ,37.98418,23.74144,Private room,115,120,0,,,13,0,0,
43169268,Rental unit in Vironas · ★4.56 · 2 bedrooms · 2 beds · 1 bath,343515432,Theodora,,ΠΑΓΚΡΑΤΙ,37.96464,23.75159,Entire home/apt,73,2,27,9/6/2023,1,1,192,9,982663
42553400,Home in Athina · ★3.40 · 2 bedrooms · 2 beds · 1 bath,338956747,Kirki,,ΚΟΛΩΝΟΣ,37.99741,23.71535,Entire home/apt,45,3,5,9/17/2023,0.13,1,364,3,1776427
43174270,Rental unit in Athina · ★4.73 · 1 bedroom · 1 bed · 1 bath,30031300,Nasos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.973713,23.729889,Entire home/apt,81,2,11,7/12/2022,0.27,9,323,0,1559436
43191659,Rental unit in Athina · ★4.79 · 2 bedrooms · 4 beds · 1.5 baths,113353393,Harry,,ΚΟΛΩΝΑΚΙ,37.97726,23.74577,Entire home/apt,208,1,38,8/15/2023,0.93,58,307,8,984445
42558583,Rental unit in Athina · 2 bedrooms · 3 beds · 2 baths,44340901,Κυριακος,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99015,23.73427,Entire home/apt,379,1,0,,,3,269,0,2138841
43202218,Rental unit in Athina · ★4.94 · Studio · 1 bed · 1 bath,67712347,Dpa,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95471,23.72071,Entire home/apt,51,2,119,9/14/2023,2.87,7,346,41,1013010
42573306,Rental unit in Athina · ★4.33 · 1 bedroom · 2 beds · 1 bath,336027664,Elysium,,ΓΟΥΔΙ,37.98017,23.75744,Entire home/apt,111,1,6,5/22/2023,0.16,5,344,1,510420
42573336,Condo in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,336027664,Elysium,,ΓΟΥΔΙ,37.98044,23.75802,Entire home/apt,98,1,6,8/18/2023,0.15,5,357,4,515869
42573352,Condo in Athina · 1 bedroom · 2 beds · 1 bath,336027664,Elysium,,ΓΟΥΔΙ,37.98026,23.75898,Entire home/apt,98,1,0,,,5,356,0,515803
43236145,Rental unit in Athina · 3 bedrooms · 3 beds · 1 bath,44340901,Κυριακος,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98984,23.73621,Entire home/apt,350,1,1,8/15/2021,0.04,3,269,0,2138841
42573371,Condo in Athina · ★3.89 · 1 bedroom · 2 beds · 1 bath,336027664,Elysium,,ΓΟΥΔΙ,37.98053,23.75888,Entire home/apt,85,1,9,7/30/2022,0.21,5,334,0,515891
42573453,Condo in Athina · ★4.17 · 2 bedrooms · 3 beds · 1 bath,336027664,Elysium,,ΓΟΥΔΙ,37.9803,23.75905,Entire home/apt,102,1,6,6/17/2023,0.26,5,349,2,510576
43252805,Rental unit in Athina · Studio · 2 beds · 1 bath,217615215,Panagiotis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98334,23.72862,Entire home/apt,77,2,2,7/30/2023,0.08,5,142,1,915109
43253561,Rental unit in Athina · ★4.93 · 1 bedroom · 2 beds · 1 bath,20104194,Upstreet,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96341,23.72088,Entire home/apt,143,2,85,9/12/2023,2.2,114,329,39,2269352
43253959,Rental unit in Athina · ★4.87 · 2 bedrooms · 3 beds · 1 bath,217615215,Panagiotis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98347,23.72867,Entire home/apt,119,1,52,9/13/2023,2,5,0,26,915110
43254146,Rental unit in Athens · ★4.71 · 1 bedroom · 2 beds · 1 bath,324874133,Philoxenia,,ΘΗΣΕΙΟ,37.97537,23.71599,Entire home/apt,60,3,42,8/14/2023,1.1,2,316,10,1039267
43277808,Rental unit in Athina · ★4.44 · 1 bedroom · 1 bed · 1.5 baths,278825381,NOHO Boutique,,ΑΚΡΟΠΟΛΗ,37.9664,23.72344,Entire home/apt,137,1,181,9/5/2023,4.39,30,340,34,987854
42597057,Rental unit in Athina · ★4.90 · 2 bedrooms · 4 beds · 1 bath,314122589,Anastasia,,ΘΗΣΕΙΟ,37.97466,23.71783,Entire home/apt,117,2,124,9/18/2023,3.12,2,282,47,2221640
43279130,Rental unit in Athina · ★3.89 · 1 bedroom · 2 beds · 1.5 baths,208217874,Vivian,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99698,23.72523,Entire home/apt,44,1,9,9/25/2022,0.26,2,263,1,988483
42599729,Rental unit in Athina · ★4.72 · Studio · 1 bed · 1 bath,219394325,Bonni,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00581,23.73302,Entire home/apt,35,2,39,9/6/2023,0.93,18,162,8,967930
43284827,Rental unit in Athina · ★5.0 · 2 bedrooms · 3 beds · 1 bath,344636975,Amerissa,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98817,23.7477,Entire home/apt,50,3,23,8/27/2023,0.83,1,274,10,601657
42601851,Rental unit in Athina · ★4.90 · 1 bedroom · 1 bed · 1 bath,180896799,HCS HΩRIZΩN Cyprus Services,,ΝΕΟΣ ΚΟΣΜΟΣ,37.955669,23.729773,Entire home/apt,51,1,10,10/30/2022,0.36,23,3,1,1656220
42603873,Rental unit in Athina · ★4.82 · 2 bedrooms · 2 beds · 2 baths,11745220,Andronike,,ΑΚΡΟΠΟΛΗ,37.96816,23.72327,Entire home/apt,100,2,35,9/18/2023,0.81,2,328,24,970115
43291949,Condo in Athens · ★4.89 · 1 bedroom · 1 bed · 1 bath,10357721,Maria,,ΘΗΣΕΙΟ,37.975288,23.715891,Entire home/apt,68,3,118,9/14/2023,3.01,1,335,43,998505
43307379,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,33831496,Bernard & Sofia,,ΚΥΨΕΛΗ,38.00129,23.73389,Entire home/apt,80,3,0,,,1,362,0,
43308352,Rental unit in Athens · 1 bedroom · 3 beds · 1 bath,34755680,Irena-Areti,,ΝΕΟΣ ΚΟΣΜΟΣ,37.958302,23.719362,Entire home/apt,65,3,0,,,2,189,0,1033043
42604578,Rental unit in Athina · ★4.42 · 1 bedroom · 1 bed · Half-bath,339385107,Wanpen,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.981869,23.722712,Entire home/apt,54,2,130,9/17/2023,3.01,1,341,21,980994
42608079,Rental unit in Athina · Studio · 3 beds · 1.5 baths,122411345,Kostas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98328,23.7293,Entire home/apt,3051,1,1,8/22/2020,0.03,1,0,0,982197
43313202,Rental unit in Athina · ★5.0 · Studio · 2 beds · 1 bath,344915065,The Square Six,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97449,23.73214,Entire home/apt,152,2,5,6/22/2022,0.13,6,315,0,957284
