id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1245373,Rental unit in Athens · ★4.77 · 2 bedrooms · 4 beds · 1 bath,6786657,Eleni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98394,23.73451,Entire home/apt,80,1,72,4/24/2023,0.58,1,361,1,497327
1259830,Loft in Athens · ★4.90 · 1 bedroom · 1 bed · 1 bath,3622853,Anna&Teo,,ΚΕΡΑΜΕΙΚΟΣ,37.98103,23.71538,Entire home/apt,102,2,300,9/17/2023,2.44,5,297,45,1838263
3179431,Rental unit in Athens · ★4.80 · 1 bedroom · 2 beds · 2 baths,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97748,23.72498,Entire home/apt,143,1,5,6/30/2023,0.05,9,308,2,0206Κ124Κ0294401
3179713,Rental unit in Athens · ★4.60 · 1 bedroom · 3 beds · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97755,23.72375,Entire home/apt,130,1,15,8/27/2023,0.13,9,320,3,0206Κ124Κ0294401
3180437,Rental unit in Athens · ★4.83 · 1 bedroom · 2 beds · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97958,23.72377,Entire home/apt,106,1,6,8/17/2023,0.05,9,141,2,0206Κ124Κ0294401
1271620,Rental unit in Athens · ★5.0 · 1 bedroom · 2 beds · 1 bath,3635281,Nadia,,ΠΕΤΡΑΛΩΝΑ,37.9692,23.71073,Entire home/apt,50,30,9,8/31/2023,0.08,6,285,4,113310
3180549,Rental unit in Athens · ★4.70 · 1 bedroom · 1 bed · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97763,23.72392,Entire home/apt,92,1,10,8/20/2023,0.09,9,325,2,0206Κ124Κ0294401
3180588,Rental unit in Athens · ★4.69 · 1 bedroom · 1 bed · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97957,23.72392,Entire home/apt,88,1,13,4/18/2018,0.12,9,316,0,0206Κ124Κ0294401
3191191,Rental unit in Athens · ★4.80 · 1 bedroom · 1 bed · 1 bath,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97978,23.72849,Entire home/apt,50,2,187,11/5/2019,1.65,5,0,0,800835933
3203498,Rental unit in Athens · ★4.85 · 1 bedroom · 1 bed · 1 bath,16233863,Martha,,ΠΑΓΚΡΑΤΙ,37.96494,23.75247,Entire home/apt,32,60,28,2/15/2023,0.25,1,5,1,1815053
3314818,Rental unit in Athens · 1 bedroom · 2 beds · 1.5 baths,13406254,John,,ΣΕΠΟΛΙΑ,38.00628,23.72081,Private room,1050,12,0,,,1,365,0,
1272844,Tiny home in Athens · ★4.54 · 1 bedroom · 1 bed · 1 bath,2717857,Aikaterini,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96525,23.73991,Entire home/apt,25,20,163,8/23/2021,1.32,1,100,0,92067
1274262,Rental unit in Athens · ★4.08 · 2 bedrooms · 4 beds · 1.5 baths,6936206,Elena,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99333,23.72931,Entire home/apt,53,2,13,8/28/2016,0.11,1,0,0,
3335841,Rental unit in Athens · ★4.56 · 4 bedrooms · 9 beds · 2 baths,16842834,Dora,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99115,23.72848,Entire home/apt,100,2,142,8/26/2023,1.28,4,289,25,1431108
1286210,Rental unit in Athens · ★4.57 · 1 bedroom · 1 bed · 1 bath,372161,Peter,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98828,23.75706,Entire home/apt,48,5,8,7/31/2018,0.07,1,0,0,
3362911,Rental unit in Athens · ★4.57 · 2 bedrooms · 3 beds · 1 bath,16966042,Panagiotis,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.01104,23.72973,Entire home/apt,19,4,133,9/2/2023,1.18,1,271,17,345453
1315027,Rental unit in Athens · ★4.09 · 2 bedrooms · 2 beds · 1 bath,6993996,Thaleia,,ΙΛΙΣΙΑ,37.97277,23.75443,Entire home/apt,69,444,12,6/26/2014,0.1,1,365,0,
3381733,Rental unit in Athens · ★4.72 · 3 bedrooms · 4 beds · 3.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.97968,23.72325,Entire home/apt,247,2,18,8/19/2023,0.16,50,127,1,1814520
3402831,Rental unit in Athens · ★4.89 · 2 bedrooms · 3 beds · 1 bath,8666138,Greg,,ΙΛΙΣΙΑ,37.97464,23.74885,Entire home/apt,118,1,192,3/7/2022,1.71,5,299,0,1024280
1368303,Rental unit in Athens · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,7327234,Rita,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99436,23.76666,Entire home/apt,62,1,272,8/30/2021,2.23,2,81,0,220015
1372935,Rental unit in Athens · ★4.78 · 2 bedrooms · 3 beds · 1 bath,6330438,Stratos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97587,23.73311,Entire home/apt,130,2,49,7/13/2023,0.4,1,321,1,1118486987
1374299,Rental unit in Athens · ★4.89 · 2 bedrooms · 2 beds · 1 bath,3756353,Thelma,,ΝΙΡΒΑΝΑ,38.01501,23.72582,Entire home/apt,37,2,498,9/19/2023,4.07,2,257,51,241750
3428808,Rental unit in Αθήνα · ★4.72 · 1 bedroom · 1 bed · 1 bath,708364,Marina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97477,23.72799,Entire home/apt,96,2,434,9/4/2023,3.93,2,261,50,886561
3431705,Rental unit in Athens · ★4.84 · 3 bedrooms · 4 beds · 3 baths,14538849,Aris,,ΘΗΣΕΙΟ,37.97813,23.72186,Entire home/apt,150,1,856,9/19/2023,7.63,3,283,99,232111
1447443,Rental unit in Athens · ★4.67 · 1 bedroom · 4 beds · 1 bath,652941,Eleni,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97054,23.73163,Entire home/apt,90,1,400,9/3/2023,3.33,2,237,37,448700
3433913,Rental unit in Athina · ★4.47 · 2 bedrooms · 3 beds · 1 bath,748818,George,,ΚΟΛΩΝΑΚΙ,37.97884,23.73783,Entire home/apt,132,1,90,8/4/2023,0.81,74,337,7,1870710
1470809,Rental unit in Athens · ★5.0 · 3 bedrooms · 3 beds · 2 baths,6993450,Sofia,,ΑΚΡΟΠΟΛΗ,37.96694,23.7211,Entire home/apt,100,3,3,4/5/2015,0.03,2,364,0,
1473284,Home in Athens · ★4.73 · 1 bedroom · 1 bed · 1 private bath,6993450,Sofia,,ΑΚΡΟΠΟΛΗ,37.96685,23.72056,Private room,40,2,15,9/7/2017,0.12,2,360,0,
1473469,Rental unit in Athens · ★4.71 · 1 bedroom · 1 bed · 1.5 shared baths,5222732,Orchidea Monika,,ΚΥΨΕΛΗ,38.00026,23.73823,Private room,30,3,83,1/24/2020,0.68,5,138,0,480969
3435208,Rental unit in Athens · ★4.76 · 1 bedroom · 2 beds · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.98005,23.72356,Entire home/apt,75,2,123,8/30/2023,1.1,50,327,10,2070174
3455329,Rental unit in Athens · ★4.53 · 2 bedrooms · 3 beds · 1 bath,640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99229,23.7298,Entire home/apt,67,2,30,7/31/2023,0.29,6,361,7,2185599
3461034,Rental unit in Athina · ★4.40 · 2 bedrooms · 2 beds · 1.5 baths,9076430,Emmanouela,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99034,23.75943,Entire home/apt,40,365,6,8/3/2019,0.06,1,365,0,
1484797,Rental unit in Athens · ★4.89 · 1 bedroom · 2 beds · 1 bath,7943398,Vesna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9626,23.72075,Entire home/apt,75,5,602,9/5/2023,4.89,2,238,29,1860169
3489508,Rental unit in Athens · ★4.73 · 1 bedroom · 3 beds · 1.5 baths,7672336,Lefteris,,ΚΕΡΑΜΕΙΚΟΣ,37.98049545,23.7148571,Entire home/apt,50,1,154,9/2/2023,1.38,1,81,12,484125
1499953,Rental unit in Athens · ★4.83 · 2 bedrooms · 3 beds · 2 baths,8015565,Michalia,,ΛΥΚΑΒΗΤΤΟΣ,37.97865,23.74152,Entire home/apt,159,4,153,8/27/2023,1.25,1,330,8,444217
3500141,Rental unit in Athens · ★4.89 · 2 bedrooms · 4 beds · 1 bath,17625059,Phaidon,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96802,23.72679,Entire home/apt,76,2,263,9/4/2023,2.35,1,144,35,1623001
1516652,Rental unit in Athens · Studio · 1 bed · 0 baths,8098022,Efi,,ΠΕΤΡΑΛΩΝΑ,37.96393,23.71092,Entire home/apt,44,1,0,,,1,0,0,
3517805,Rental unit in Athens · ★4.78 · 2 bedrooms · 3 beds · 1 bath,17712465,Zois,,ΠΕΤΡΑΛΩΝΑ,37.9707,23.71315,Entire home/apt,90,3,65,8/15/2023,0.6,1,354,16,1596280
1529526,Guest suite in Athens · ★4.85 · 1 bedroom · 1 bed · 1 bath,8158292,Nasir,,ΚΟΛΩΝΟΣ,37.99882,23.7185,Entire home/apt,71,2,476,9/4/2023,4.67,1,320,41,53299
3608304,Rental unit in Athens · ★4.85 · 1 bedroom · 1 bed · 1 bath,18182930,Esi,,ΠΑΓΚΡΑΤΙ,37.96784,23.75003,Entire home/apt,52,4,83,6/19/2023,0.76,3,343,2,442526
3631750,Loft in Athens · ★4.92 · 1 bedroom · 3 beds · 1 bath,12219175,Stratis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97738,23.7245,Entire home/apt,110,2,280,8/28/2023,2.53,3,331,22,504008
1568065,Rental unit in Athens · ★4.92 · 1 bedroom · 2 beds · 1.5 baths,8339895,Regina,,ΚΟΛΩΝΑΚΙ,37.97708,23.74285,Entire home/apt,93,6,86,6/30/2023,0.77,2,53,7,155702
1575982,Rental unit in Athens · ★4.58 · 1 bedroom · 1 bed · 1 bath,70840,Amanda,,ΚΟΛΩΝΑΚΙ,37.97702,23.74253,Entire home/apt,46,15,24,8/31/2023,0.21,1,158,4,1785514
1627870,Rental unit in Athens · ★4.92 · 1 bedroom · 1 bed · 1 bath,3635281,Nadia,,ΠΕΤΡΑΛΩΝΑ,37.968845,23.709717,Entire home/apt,74,30,13,8/31/2023,0.14,6,309,2,113230
3634873,Rental unit in Athina · ★4.91 · 1 bedroom · 1 bed · 2.5 baths,18257083,Panos,,ΓΚΑΖΙ,37.97672,23.71096,Entire home/apt,75,1,68,9/13/2023,0.76,1,190,9,720958
3659371,Home in Athens · ★4.50 · 2 bedrooms · 3 beds · 2 baths,18544344,Tatiani,,ΘΗΣΕΙΟ,37.97396851,23.71606827,Entire home/apt,120,2,4,9/17/2017,0.04,4,261,0,516603
1639002,Rental unit in Athens · ★3.83 · 1 bedroom · 1 bed · 1 bath,8703008,Μυρων,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98728,23.74703,Entire home/apt,55,2,6,4/30/2022,0.08,2,337,0,1211844
3704577,Rental unit in Athina · ★4.90 · 2 bedrooms · 3 beds · 1.5 baths,18887487,Aristides,,ΑΚΡΟΠΟΛΗ,37.9691,23.72842,Entire home/apt,290,2,164,8/6/2023,1.5,1,148,12,1341890
1654320,Rental unit in Athina · ★4.85 · 1 bedroom · 1 bed · 1 bath,1781590,Karolos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98343,23.73923,Entire home/apt,91,4,47,9/13/2023,0.93,1,171,7,852827
3729343,"Rental unit in Athens, · ★4.71 · 2 bedrooms · 2 beds · 1 bath",10121504,Andreas,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.0033,23.73296,Entire home/apt,70,3,56,9/8/2023,0.51,2,16,3,1750211
1659222,Home in Athens · 1 bedroom · 1 bed · 1 bath,8792981,John,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95928,23.73691,Entire home/apt,37,5,0,,,1,0,0,
3759135,Rental unit in Athens · ★4.28 · 1 bedroom · 2 beds · 1.5 baths,19213671,Deni & Geri,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97136,23.73137,Entire home/apt,56,1,423,8/25/2023,3.81,2,297,14,1027174
1672696,Rental unit in Athina · ★4.91 · 2 bedrooms · 3 beds · 2 baths,8852839,Roni,,ΒΟΤΑΝΙΚΟΣ,37.97836,23.70879,Entire home/apt,99,2,78,9/10/2023,1.52,2,251,33,662290
1708578,Rental unit in Athens · ★4.84 · Studio · 1 bed · 1.5 baths,9014897,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98894,23.73873,Entire home/apt,33,18,88,9/12/2023,0.73,2,94,11,39244
1728675,Rental unit in Athens · ★4.73 · 1 bedroom · 3 beds · 1 bath,4533113,Toula,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98768,23.72126,Entire home/apt,48,3,262,9/10/2023,2.17,1,289,9,1433707
3770848,Home in Athens · ★4.82 · 2 bedrooms · 3 beds · 3 baths,17490869,Dionysia,,ΑΚΡΟΠΟΛΗ,37.9709053,23.72908211,Entire home/apt,320,2,153,9/6/2023,1.39,1,185,2,2296666
1734269,Rental unit in Athina · ★4.78 · Studio · 2 beds · 1 bath,3625710,Ilias,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95958,23.72467,Entire home/apt,38,3,185,9/13/2023,1.6,2,337,30,66050
1743425,Rental unit in Athens · ★4.89 · Studio · 1 bed · 1 bath,9014897,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98742,23.73689,Entire home/apt,90,3,274,9/17/2023,2.31,2,205,28,1208312
3777874,Rental unit in Athina · ★4.75 · 1 bedroom · 1 bed · 1 bath,19375244,Ana Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96625,23.72476,Private room,18,1,160,10/8/2016,1.45,2,0,0,
1793287,Rental unit in Athens · 2 bedrooms · 4 beds · 1.5 baths,3670650,Donia,,ΚΟΛΩΝΑΚΙ,37.97842,23.74032,Entire home/apt,120,3,0,,,1,358,0,
3831850,Rental unit in Athens · ★4.87 · 1 bedroom · 2 beds · 1 bath,19726147,We Saw Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97575,23.73114,Entire home/apt,120,2,232,6/28/2023,2.19,8,340,2,1381502
1826249,Condo in Athens · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,9556344,Dora,,ΓΚΥΖΗ,37.99433,23.74989,Private room,27,1,320,9/17/2023,2.82,1,239,53,128461
3913946,Loft in Psiri · ★4.97 · 2 bedrooms · 3 beds · 1.5 baths,260897,Francee,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97622,23.72568,Entire home/apt,149,2,271,9/15/2023,3.02,2,308,60,459267
1845240,Rental unit in Athens · ★4.75 · 1 bedroom · 1 bed · 1 bath,9640455,Maria,,ΠΑΓΚΡΑΤΙ,37.97235,23.74366,Entire home/apt,42,1,376,9/13/2023,3.14,3,274,23,2285533
1900810,Rental unit in Athens · ★4.64 · Studio · 1 bed · 1 bath,1585338,Flavia,,ΚΟΛΩΝΑΚΙ,37.97709,23.745,Entire home/apt,85,5,11,6/11/2023,0.1,18,307,3,1910004
3940117,Condo in Athens · ★4.52 · 2 bedrooms · 3 beds · 1 bath,20415129,Elaine,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98913,23.74393,Entire home/apt,53,2,31,9/14/2023,0.28,1,353,7,479432
1952753,Rental unit in Athens · ★4.82 · 1 bedroom · 1 bed · 1 bath,10095309,Lukas,,ΝΕΑ ΚΥΨΕΛΗ,37.99764,23.74302,Entire home/apt,50,2,138,9/16/2023,1.17,1,169,6,334645
1980894,Boat in Athens · 4 bedrooms · 8 beds · 2 baths,9626098,Christos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9647,23.73285,Private room,260,7,2,8/6/2017,0.02,1,0,0,
4072032,Condo in Athens · ★4.97 · 2 bedrooms · 2 beds · 1 bath,21118595,Kalliopi,,ΓΚΑΖΙ,37.97674,23.70976,Entire home/apt,120,7,38,7/1/2023,0.35,1,0,2,217090
1989905,Rental unit in Athina · ★4.54 · 2 bedrooms · 3 beds · 2 baths,748818,George,,ΚΕΡΑΜΕΙΚΟΣ,37.98108,23.71336,Entire home/apt,174,1,132,9/15/2023,1.16,74,339,19,1824008
2025216,Rental unit in Athens · ★4.67 · Studio · 2 beds · 1 bath,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98729,23.74312,Entire home/apt,64,5,3,5/1/2023,0.03,18,341,1,1685810
4082831,Rental unit in Athens · 1 bedroom · 1 bed · 1 bath,21176213,Arc,,ΑΝΩ ΠΑΤΗΣΙΑ,38.02287,23.73882,Entire home/apt,50,1,0,,,1,0,0,
4087770,Rental unit in Athens · ★4.86 · 1 bedroom · 2 beds · 1 bath,1418201,D & Y Boutique Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97934,23.7276,Entire home/apt,123,3,22,6/17/2023,0.2,50,7,1,1917400
4094400,Loft in Athens · ★4.92 · 1 bedroom · 2 beds · 1 bath,21238250,Katerina,,ΑΚΡΟΠΟΛΗ,37.96487,23.71852,Entire home/apt,63,2,192,8/7/2023,1.76,1,65,22,69433
2064939,Rental unit in Athina · ★4.92 · 1 bedroom · 2 beds · 1 bath,10487683,Fotis & Amalia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98115,23.73551,Entire home/apt,105,3,26,9/8/2023,0.51,1,148,4,769687
4102498,Rental unit in Ano Karellas · ★4.54 · Studio · 1 bed · 1 bath,21280983,Gabriel,,ΑΝΩ ΚΥΨΕΛΗ,38.00657,23.74059,Entire home/apt,37,3,48,4/22/2023,0.45,1,327,3,396952
2069270,Rental unit in Athens · ★4.97 · 2 bedrooms · 3 beds · 1 bath,10581143,Pagona,,ΚΟΛΩΝΑΚΙ,37.97763,23.739,Entire home/apt,225,2,33,9/16/2023,0.29,10,320,13,528287
4119683,Rental unit in Athens · ★4.96 · 1 bedroom · 5 beds · 1 bath,21369986,Anna,,ΘΗΣΕΙΟ,37.9758,23.71656,Entire home/apt,74,2,153,8/27/2023,1.4,2,337,15,1971906
2096863,Condo in Athens · ★5.0 · 2 bedrooms · 1 bath,4434520,Giannitsa,,ΚΟΛΩΝΑΚΙ,37.98258591,23.75231552,Entire home/apt,100,3,8,8/8/2023,0.07,1,353,5,296721
4137201,Rental unit in Athens · ★5.0 · 2 bedrooms · 3 beds · 1 bath,21459678,Stavros,,ΠΑΓΚΡΑΤΙ,37.96963,23.744,Entire home/apt,49,4,7,7/29/2019,0.06,1,0,0,600303
4146889,Rental unit in Athens · ★4.82 · 1 bedroom · 1 bed · 1 private bath,21512700,Yiannis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9643,23.73039,Private room,50,1,19,6/30/2018,0.19,1,0,0,
2133917,Rental unit in Athens · ★4.70 · 3 bedrooms · 5 beds · 2 baths,10888595,Haris,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98691,23.71444,Entire home/apt,302,2,382,9/7/2023,3.23,1,333,36,2292573
2148876,Rental unit in Athens · ★4.85 · 2 bedrooms · 2 beds · 2 baths,5483061,Alexis,,ΓΟΥΔΙ,37.98183,23.75983,Entire home/apt,80,6,26,10/30/2022,0.24,1,362,2,1696613
4160750,Rental unit in Athens · ★4.83 · 1 bedroom · 1 bed · 1 bath,21592877,Vasiliki,,ΙΛΙΣΙΑ,37.97771,23.75486,Entire home/apt,33,3,95,11/17/2019,0.87,1,281,0,59231
2180753,Rental unit in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,4207339,Michael,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.984822,23.7359202,Entire home/apt,55,6,7,8/23/2023,2.21,1,157,7,1985020
4175883,Home in Athens · ★4.98 · 1 bedroom · 2 beds · 1 bath,21668869,Alexandros,,ΚΟΛΩΝΟΣ,37.99923,23.7189,Entire home/apt,53,3,43,9/6/2023,0.68,1,161,7,3101
2219385,Condo in Athina · ★4.69 · 2 bedrooms · 2 beds · 2 baths,11322414,Jessy,,ΣΤΑΔΙΟ,37.96538,23.74292,Entire home/apt,61,3,39,5/7/2023,0.39,3,143,6,1175559
2235818,Rental unit in Athens · ★4.89 · 1 bedroom · 1 bed · 1 bath,132057113,Plan-O,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9634,23.72275,Entire home/apt,83,3,93,9/30/2022,0.83,2,19,1,1353159
4176439,Rental unit in Athens · 1 bedroom · 1 bed · 1 bath,21080358,Despina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98361,23.73052,Entire home/apt,100,15,0,,,1,0,0,458650
4189994,Rental unit in Αθήνα · ★4.82 · 1 bedroom · 1 bed · 1 bath,21738082,Νικόλαος,,ΚΟΛΩΝΑΚΙ,37.98058,23.73617,Entire home/apt,104,3,73,5/6/2023,0.78,1,211,2,312600
2247340,Rental unit in Athina · ★4.96 · 1 bedroom · 2 beds · 1 bath,10281212,Gil,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9649913,23.7239501,Entire home/apt,64,1,26,9/5/2023,6.29,1,348,26,82234
4209759,Condo in Athens · ★4.77 · 1 bedroom · 4 beds · 1 bath,21844841,Evrykleia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96171,23.73057,Entire home/apt,50,2,226,2/5/2023,2.07,1,253,1,194311
2266094,Rental unit in Athens · ★4.98 · 2 bedrooms · 2 beds · 2 baths,3519983,Alexandra,,ΓΚΥΖΗ,37.99214,23.74923,Entire home/apt,99,7,50,3/31/2022,0.46,2,87,0,1095564
4225499,Rental unit in Athens · 1 bedroom · 2 beds · 1 bath,21929242,Panayiotis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97174,23.73211,Entire home/apt,100,5,0,,,1,0,0,
2299339,Rental unit in Athens · ★4.77 · 2 bedrooms · 5 beds · 1 bath,11745220,Andronike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9674,23.72522,Entire home/apt,90,2,391,9/17/2023,3.42,2,307,40,1948000
4245658,Rental unit in Athens · ★4.95 · 1 bedroom · 1 bed · 1 bath,12851473,Jerry,,ΚΥΨΕΛΗ,37.99752,23.73782,Entire home/apt,73,2,81,4/11/2023,0.79,9,309,6,79082
2305770,Rental unit in Athens · ★4.87 · 1 bedroom · 1 bed · 1 bath,11777249,Maria Vesna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96427,23.72065,Entire home/apt,63,2,570,9/11/2023,4.88,2,332,18,1860010
2322698,Condo in Athina · ★4.92 · 1 bedroom · 2 beds · 1 bath,9679915,Tassos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97980499,23.72506142,Entire home/apt,118,1,115,9/17/2023,1.31,1,165,12,68589
4246787,Rental unit in Athina · ★4.60 · 1 bedroom · 1 bed · 1.5 baths,6036732,Leonidas,,ΑΚΡΟΠΟΛΗ,37.97472,23.72406,Entire home/apt,50,365,234,9/26/2021,2.27,2,365,0,837616
4253959,Rental unit in Athens · ★4.33 · 1 bedroom · 2 beds · 1 bath,7997856,Anna,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99615,23.72603,Entire home/apt,59,2,3,11/30/2017,0.03,1,358,0,
2362698,Loft in Athens · ★4.91 · 3 bedrooms · 6 beds · 2 baths,12068199,Kika,,ΒΟΤΑΝΙΚΟΣ,37.97952,23.70288,Entire home/apt,109,2,156,8/24/2022,1.36,1,0,0,148160
4331746,Rental unit in Athens · ★4.59 · Studio · 1 bath,304788473,Emily,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96639252,23.72643089,Entire home/apt,38,2,263,9/18/2023,2.44,1,280,28,1534000
2513822,Rental unit in Αθήνα · ★4.95 · Studio · 1 bed · 1 bath,12867392,Theodore,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9577,23.72516,Entire home/apt,80,2,458,9/12/2023,4.16,9,342,34,153782
4390763,Guest suite in Monastiraki .Αθήνα · ★4.50 · 1 bedroom · 1 bed · 1 private bath,443874,Panagiota,,ΑΚΡΟΠΟΛΗ,37.97238,23.72543,Private room,69,1,91,9/5/2023,0.84,5,222,14,599045
2534822,Rental unit in Athens · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,12981170,Manolis,,ΛΥΚΑΒΗΤΤΟΣ,37.98554,23.74768,Entire home/apt,57,3,113,9/3/2023,1,7,24,14,407966
4399187,Rental unit in Athens · ★4.89 · 1 bedroom · 1 bed · 1 bath,6053748,Nikos,,ΛΥΚΑΒΗΤΤΟΣ,37.98074,23.74655,Entire home/apt,70,1,79,8/15/2023,0.74,2,343,5,861263
4402592,Condo in Athina · ★4.95 · 1 bedroom · 3 beds · 1 bath,22853537,Maria,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99129,23.75685,Entire home/apt,49,2,98,5/24/2022,0.99,1,0,0,169067
2551382,Rental unit in Athens · ★4.82 · 3 bedrooms · 5 beds · 3.5 baths,13062322,Evi,,ΙΛΙΣΙΑ,37.97513,23.75287,Entire home/apt,150,2,166,9/3/2023,1.45,1,326,21,2135336
4414146,Rental unit in Athens · ★4.98 · 2 bedrooms · 2 beds · 2 baths,3726244,Yorgos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99479,23.76533,Entire home/apt,160,7,255,8/1/2023,2.45,3,0,3,104123
2579525,Rental unit in Athens · ★4.74 · 1 bedroom · 3 beds · 1.5 baths,13211592,Jul,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98784,23.73431,Entire home/apt,49,1,622,9/13/2023,5.5,2,134,46,245131
